gender,age,work_study_loc,edu,edu_other,discipline,discipline_other,occupation,occupation_other,formation,formation_other,years_experience,org_number,company_size,type_dj,type_dj_other,work_task,work_task_other,prog_lang,prog_lang_other,prog_frequency,prog_frequency_other,prog_experience,prog_edu,prog_edu_other,graphic_tools,tools,tools_other,skill_level_1,skill_level_2,skill_level_3,skill_level_4,skill_level_5,skill_level_6,skill_level_7,skill_training,skill_training_other,skill_upskill,skill_upskill_other,scope_org,scope_org_other,scope,scope_other,beat,beat_other,medium,medium_other,main_platform,main_platform_other,data_used,data_used_other,dedicated_unit,dedicated_unit_other,dedicated_unit_size,project_team_size,project_duration,project_duration_other,collaboration,collaboration_type,collaboration_type_other,challenges,challenges_other,access_local,quality_local,access_national,quality_national,data_journalism_value,data_journalism_value_other,barriers,barriers_other,data_j_value,data_j_value_other,osint_usage...73,osint_tasks,osint_tasks_other,osint_usage...76,osint_usage_other,osint_learning,osint_challenges,osint_ethics,ai_usage,ai_tech,ai_tech_other,ai_tasks,ai_tasks_other,ai_additional_info,ai_challenges,ai_challenges_other,five_years_time,fav_journalist,fav_project,field_improvement,training,training_other,skill_demand_training,skill_demand_training_other,retirement,retirement_other,pigs
Male,35-44,Italy,Master's degree,NA,"Arts and Humanities (e.g. journalism, linguistics, history), Other (Please specify)",Giornalismo,Full-time freelancer,NA,"Formal education online (online courses, certifications)",NA,Not applicable,More than two,I don't know,I write stories that are enriched and supported by data,NA,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,Not applicable,"Excel, Google Sheets, Other (please specify)",Flourish,None,Advanced,None,None,Novice,None,Novice,"Journalism, Data Visualisation",NA,"Data Analysis, Scraping",NA,National,NA,International,NA,"Energy, Environment, Government and Politics, Investigative Reports, Other (please specify)",Esteri,"Print or broadcast media outlets with a digital site, Online-only digital outlet",NA,In both,NA,Public official governmental data,NA,Not applicable,NA,NA,"One, just me",A month or more,NA,No,NA,NA,The audience benefit is smaller than the time or money spent,NA,Poor,Poor,Average,Average,"Discovering stories (detecting anomalies and deviations, establishing associations)",NA,"Lack of financial resources, Lack of time for training and deepening knowledge of specific skills, Lack of internship opportunities/struggle to enter industry",NA,It makes a story more reliable,NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,"se ci fosse la possibilità di lavorare in sqaudra con competenze diverse, in modo da creare sinergie significative su un progetto giornalistico. Per possibilità intendo sia l'interesse da parte degli editori che le risorse economiche.",NA,NA,NA,NA,NA,NA,TRUE
Female,45-54,France,Some college or university study without earning a degree,NA,NA,NA,Part-time freelancer,NA,"Self-taught using online resources (videos, blogs, forums)",NA,3-5 years,One,"Just me - I am a freelancer, sole proprietor, etc.",I write stories that are enriched and supported by data,NA,"Analyse data, Design web pages",NA,NA,NA,NA,NA,NA,NA,NA,We use a balance of both,"Excel, Google Sheets",NA,Novice,Advanced,Intermediate,Novice,Intermediate,Novice,Novice,"Data Analysis, Journalism, Ethics",NA,"Scraping, Data Wrangling",NA,International,NA,International,NA,"Environment, Government and Politics, Investigative Reports, Weather / Climate",NA,"Print or broadcast media outlets with a digital site, Radio",NA,In the online site,NA,Public official governmental data,NA,Sometimes publishing data driven projects,NA,NA,"One, just me",A month or more,NA,No,NA,NA,"Lack of adequate software for scraping or analysis, Lack of financial resources, Lack of interest from management",NA,Average,Average,Average,Average,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of financial resources, Lack of time for training and deepening knowledge of specific skills",NA,"It makes a story more reliable, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Si, ma occorre un maggiore interesse da parte delle organizzazioni, migliore formazione",NA,NA,NA,NA,NA,NA,FALSE
Male,45-54,Italy,Secondary school,NA,NA,NA,Full-time employment at a news company/organisation,NA,"Formal education online (online courses, certifications), Self-taught using offline resources (books, physical media), Self-taught using online resources (videos, blogs, forums)",NA,3-5 years,Two,2 to 9 employees,"I write stories that are enriched and supported by data, I expose information that is hidden in the data, I write stories that explain the data, Other (please specify)",Faccio anche corsi di data journaliam,"Analyse data, Develop data-driven applications, Produce data visualisations",NA,None of the items listed,NA,None of the items listed,NA,NA,None of the items listed,NA,We use only external software,"Excel, Flourish, Google Sheets",NA,Intermediate,Advanced,Intermediate,Novice,Intermediate,Novice,Advanced,"Data Analysis, Journalism, Machine Learning, Data Visualisation, Ethics",NA,"Machine Learning, Scraping",NA,National,NA,National,NA,"Agriculture, Economy, Energy, Entertainment, Environment, Government and Politics, Investigative Reports, Opinion, Poverty and Development, Technology, Weather / Climate",NA,"Online-only digital outlet, Social media",NA,NA,NA,"Census data, Open access data from unofficial sources, Public official governmental data, Self-administered survey data",NA,Sometimes publishing data driven projects,NA,NA,2-5,Several weeks,NA,No,NA,NA,"Time pressure, Lack of financial resources, Lack of interest from management",NA,Poor,Poor,Poor,Poor,"Discovering stories (detecting anomalies and deviations, establishing associations), Detecting and monitoring events (e.g., on social media or news media), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of financial resources, Lack of time for training and deepening knowledge of specific skills, Lack of on-field practice, Lack of internship opportunities/struggle to enter industry",NA,"It increases impartiality, It helps with finding unique stories, It helps with finding important stories, It makes a story more reliable, It enables data democratisation, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,"Generative AI tools (e.g., Bard, ChatGPT, DALL-E, Midjourney)",NA,"Fact-checking and content verification, Image and video analysis, Text mining, Data cleaning / processing, Data visualisation",NA,NA,"Dedicated time to experiment with it, Financial constraints, Explainability and transparency of AI outputs",NA,Yes,NA,NA,Se ci fosse un reale desiderio di innovazione e autocritica nel giornalismo italiano.,NA,NA,NA,NA,NA,NA,TRUE
Female,55-64,Italy,Other (Please specify),Master di II livello,NA,NA,Part-time freelancer,NA,"Self-taught using online resources (videos, blogs, forums)",NA,6-10 years,Two,2 to 9 employees,I write stories that explain the data,NA,Design web pages,NA,NA,NA,NA,NA,NA,NA,NA,Mostly in-house software but some external,Excel,NA,Novice,Advanced,Intermediate,None,Novice,None,Intermediate,"Journalism, Ethics, Statistics",NA,"Data Analysis, Journalism, Ethics",NA,National,NA,National,NA,Other (please specify),"Fotografia, arte anche che tratta di diritti umani, cambiamenti climatici","Online-only digital outlet, Print-only magazines",NA,NA,NA,"Crowd-sourced data, Public official governmental data",NA,Sometimes publishing data driven projects,NA,NA,2-5,Several weeks,NA,No,NA,NA,"Access to quality data, Lack of adequate knowledge in data analysis, Lack of adequate software for scraping or analysis, Lack of financial resources, Using data ethically, Ensuring data reliability",NA,Poor,Poor,Poor,Poor,"Discovering stories (detecting anomalies and deviations, establishing associations)",NA,"Lack of time for training and deepening knowledge of specific skills, Lack of on-field practice, Lack of internship opportunities/struggle to enter industry, Lack of expert educators",NA,It helps readers make sense of what they are reading,NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,Milena Gabanelli,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Male,35-44,Italy,Bachelor's degree,NA,"Social sciences (e.g. psychology, sociology, political science), Arts and Humanities (e.g. journalism, linguistics, history)",NA,Editor/ Team lead,NA,"Formal education offline (bootcamps, professional courses and training events), Self-taught using online resources (videos, blogs, forums)",NA,3-5 years,Two,2 to 9 employees,I write stories that are enriched and supported by data,NA,"Design web pages, Produce data visualisations",NA,NA,NA,NA,NA,NA,NA,NA,Mostly in-house software but some external,"Excel, Flourish, Google Sheets",NA,Novice,Advanced,Novice,None,Intermediate,None,Novice,"Journalism, Machine Learning",NA,Journalism,NA,"International, National, Local (city, municipality, region, state)",NA,"International, National, Local (city, municipality, region, state)",NA,"Economy, Education, Entertainment, Government and Politics, Lifestyle, Opinion, Technology, Other (please specify)","Sociale, Cultura","Print or broadcast media outlets with a digital site, Online-only digital outlet, Print-only newspapers, Social media",NA,In the online site,NA,"Public official governmental data, Self-administered survey data",NA,Sometimes publishing data driven projects,NA,NA,2-5,Several weeks,NA,No,NA,NA,"Access to quality data, Time pressure, Lack of adequate knowledge in data analysis, Lack of financial resources, Ensuring data reliability, Lack of interest from consumers",NA,Poor,Poor,Average,Poor,"Discovering stories (detecting anomalies and deviations, establishing associations), Making predictions (e.g., political or weather forecasting), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of on-field practice, Lack of internship opportunities/struggle to enter industry, Lack of expert educators",NA,"It increases impartiality, It makes a story more reliable, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,"Natural Language Processing (NLP), Machine Learning",NA,Data visualisation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Female,18-24,Italy,Bachelor's degree,NA,"Social sciences (e.g. psychology, sociology, political science), Arts and Humanities (e.g. journalism, linguistics, history)",NA,Part-time freelancer,NA,"Formal education offline (bootcamps, professional courses and training events), Higher education (university degree, certificates)",NA,Under 1 year,One,I don't know,I write stories that are enriched and supported by data,NA,"Gather data, Produce data visualisations",NA,NA,NA,NA,NA,NA,NA,NA,We use only external software,"Datawrapper, Flourish, Gephi, Python",NA,Novice,Intermediate,Intermediate,Novice,Intermediate,None,Intermediate,"Data Analysis, Journalism, Machine Learning, Data Visualisation, Statistics",NA,"Journalism, Machine Learning, Scraping, Ethics",NA,National,NA,National,NA,"Environment, Technology, Other (please specify)",minoranze,"Print or broadcast media outlets with a digital site, Social media",NA,Other (please specify),realtà aumentata di edizione cartacea + progetti universitari,"Public official governmental data, Other (please specify)",dati da eurostat/istat,Sometimes publishing data driven projects,NA,NA,"One, just me",Less than a week,NA,No,NA,NA,"Using data ethically, Ensuring data reliability, Lack of interest from consumers",NA,Average,Poor,Poor,Poor,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,Lack of internship opportunities/struggle to enter industry,NA,"It helps with finding important stories, It makes a story more reliable, It enables data democratisation",NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,Donata Columbro,La data visualization datta da Federica Frangapane sulla repressione delle rivolte in Iran (anche se forse l'inizio di quel progetto risale alla fine del 2022 dopo la morte di Masha Amini),"Andrebbero considerati aspetti etici della raccolta dati e i dati andrebbero resi più fruibili ai lettori tramite l'inclusione in storie. Inoltre, strumenti di intelligenza artificiale potrebbero rendere gli articoli plasmabili a seconda che si voglia dare una rilevanza ai dati piuttosto che alla storia (modular journalism)",NA,NA,NA,NA,NA,NA,TRUE
Female,35-44,Romania,Master's degree,NA,Other (Please specify),Giornalismo,Full-time employment at a news company/organisation,NA,"Self-taught using online resources (videos, blogs, forums)",NA,More than 10 years,Two,2 to 9 employees,"I write stories that are enriched and supported by data, I write stories that explain the data",NA,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,We use a balance of both,"Google Sheets, Spark",NA,Novice,Advanced,Novice,None,Novice,None,Intermediate,None,NA,"Data Analysis, Journalism, Scraping, Data Visualisation, Statistics",NA,National,NA,"International, National",NA,"Economy, Education, Environment, Investigative Reports, Poverty and Development, Technology, Weather / Climate",NA,Online-only digital outlet,NA,NA,NA,"Census data, Public official governmental data, Self-administered survey data, Social media data",NA,"No dedicated data unit, but regularly publish data driven projects",NA,NA,2-5,Less than a week,NA,No,NA,NA,"Access to quality data, Time pressure, Lack of adequate knowledge in data visualisation, Lack of adequate software for scraping or analysis",NA,Average,Average,Good,Average,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of financial resources, Lack of on-field practice, Lack of expert educators",NA,"It increases impartiality, It helps with finding unique stories, It helps with finding important stories, It makes a story more reliable, It enables data democratisation",NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,https://panorama.ro/,NA,NA,NA,NA,NA,NA,NA,FALSE
Male,25-34,Italy,Master's degree,NA,"Social sciences (e.g. psychology, sociology, political science)",NA,Full-time employment at a news company/organisation,NA,"Self-taught using offline resources (books, physical media), Self-taught using online resources (videos, blogs, forums), Workplace training (upskill sessions, bootcamps)",NA,3-5 years,One,10 to 49 employees,"I write stories that are enriched and supported by data, I expose information that is hidden in the data, I write stories that explain the data",NA,"Analyse data, Clean data, Gather data, Produce data visualisations",NA,NA,NA,NA,NA,NA,NA,NA,Mostly external software but some in-house,"Datawrapper, Excel, Flourish, Google Sheets, Spark",NA,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,"Data Analysis, Machine Learning, Data Visualisation, Data Wrangling",NA,"Data Analysis, Journalism, Machine Learning, Data Visualisation, Data Wrangling",NA,"International, National, Local (city, municipality, region, state)",NA,"International, National, Local (city, municipality, region, state)",NA,"Crime / Courts, Energy, Environment, Investigative Reports, Other (please specify)",Migrazione,Online-only digital outlet,NA,NA,NA,"FOI obtained data, Open access data from unofficial sources, Public official governmental data, Scraped data, Social media data",NA,"No dedicated data unit, but regularly publish data driven projects, Sometimes publishing data driven projects",NA,NA,2-5,A month or more,NA,Yes,"One-time project and separate content production, Ongoing project and sharing of content/data/resources at the organisational level",NA,"Access to quality data, Time pressure, Lack of financial resources, Ensuring data reliability",NA,Poor,Average,Poor,Average,"Discovering stories (detecting anomalies and deviations, establishing associations), Detecting and monitoring events (e.g., on social media or news media), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of financial resources, Lack of on-field practice, Lack of internship opportunities/struggle to enter industry",NA,"It helps with finding unique stories, It makes a story more reliable, It enables data democratisation",NA,Yes,"Navigate maps, satellites, and location-based information, Verify sources, images, and/or videos, Navigate and extract information from social media",NA,"News media, Internet media from citizens and social media",NA,"nei vari progetti che facciamo con la testata ci aggiorniamo a vicenda sui nuovi tools che possiamo usare, e nei progetti internazionali impariamo nuovi strumenti",NA,"cerco di estrarre solo i dati che potrebbero interessare al pubblico, lasciando le informazioni sensibili (dati delle persone/testimoni/vittime) fuori dalla storia (a meno che non ci siamo accordati con i testimoni e vogliano essere inseriti nella storia)",No,NA,NA,NA,NA,NA,NA,NA,Yes,Non saprei,Adrift,"se ci fossero più corsi più accessibili per tutt*, soprattutto freelance, e ci fossero maggiori possibilità di collaborazione con testate nazionali",NA,NA,NA,NA,NA,NA,TRUE
Female,65+,Italy,Master's degree,NA,"Business, Finance, or Law",NA,Part-time freelancer,NA,"Formal education offline (bootcamps, professional courses and training events), Higher education (university degree, certificates), Self-taught using online resources (videos, blogs, forums)",NA,More than 10 years,More than two,"Just me - I am a freelancer, sole proprietor, etc.","I write stories that are enriched and supported by data, I expose information that is hidden in the data",NA,"Analyse data, Clean data, Gather data",NA,NA,NA,NA,NA,NA,NA,NA,We use only external software,"Excel, Google Sheets",NA,Intermediate,Advanced,Intermediate,Novice,Advanced,Intermediate,Advanced,"Data Analysis, Journalism, Data Visualisation, Statistics",NA,"Data Visualisation, Ethics",NA,"International, National",NA,"International, National",NA,"Education, Entertainment, Health, Lifestyle",NA,"Online-only digital outlet, Personal blog, Social media",NA,NA,NA,"Open access data from unofficial sources, Public official governmental data, Social media data",NA,Dedicated data unit/blog/section/desk/team,NA,1-2,"One, just me",A month or more,NA,No,NA,NA,"Access to quality data, Ensuring data reliability",NA,Poor,Poor,Average,Average,"Discovering stories (detecting anomalies and deviations, establishing associations), Detecting and monitoring events (e.g., on social media or news media), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of financial resources, Lack of expert educators",NA,"It increases impartiality, It helps with finding unique stories, It enables data democratisation, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,Computer Vision,NA,"Searching content, Fact-checking and content verification",NA,NA,"Access to training, Legal and regulatory challenges",NA,No,Nicola Porro,NA,Certo. I media e il pubblico dovrebbero svincolarsi dalle influenze dei governi e dell'opinione dominate e pensare e agire con la propria testa.,NA,NA,NA,NA,NA,NA,TRUE
"Non-binary, genderqueer, or gender non-conforming",25-34,Italy,Master's degree,NA,"Social sciences (e.g. psychology, sociology, political science), Other (Please specify)",MD and medical anthropology,Other (Please specify),Freelance e studente,"Formal education online (online courses, certifications), Formal education offline (bootcamps, professional courses and training events), Self-taught using online resources (videos, blogs, forums)",NA,1-2 years,One,"Just me - I am a freelancer, sole proprietor, etc.","I expose information that is hidden in the data, I write stories that explain the data",NA,"Analyse data, Clean data, Code/programme, Gather data, Produce data visualisations",NA,"SQL, Python",NA,At least once a week,NA,More than 16 years,"Self-taught using online resources (videos, blogs, forums), Other (please specify)",high school,Mostly external software but some in-house,"D3.js, Excel, Flourish",NA,Intermediate,Novice,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,"Data Analysis, Machine Learning, Data Visualisation, Ethics",NA,"Journalism, Scraping, Ethics, Data Wrangling",NA,International,NA,National,NA,"Environment, Health, Opinion, Poverty and Development, Technology",NA,Social media,NA,NA,NA,"Census data, Public official governmental data, Self-administered survey data",NA,Sometimes publishing data driven projects,NA,NA,"One, just me",Around a day,NA,No,NA,NA,"Access to quality data, Time pressure, Lack of financial resources, Using data ethically, Ensuring data reliability",NA,Poor,Average,Very Poor,Average,"Making predictions (e.g., political or weather forecasting)",NA,"Lack of financial resources, Lack of time for training and deepening knowledge of specific skills, Lack of on-field practice, Lack of internship opportunities/struggle to enter industry, Lack of expert educators",NA,"It increases impartiality, It is necessary given the increase of data, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,"Speech-to-text and text-to-speech applications, Generative AI tools (e.g., Bard, ChatGPT, DALL-E, Midjourney)",NA,"Searching content, Image and video analysis, Predictive modelling",NA,qualitative analysis - hey Marvin sw,"Limited understanding of the tool / technology, Dedicated time to experiment with it, Financial constraints, Concerns about bias and ethics of AI models",NA,Yes,federica fragapane,Sylvester from vds,in different ways from trainings to have a more efficient way to be inside the field and find jobs,NA,NA,NA,NA,NA,NA,TRUE
Male,45-54,Italy,Master's degree,NA,Other (Please specify),scienze politiche,Full-time freelancer,NA,"Self-taught using offline resources (books, physical media), Self-taught using online resources (videos, blogs, forums)",NA,6-10 years,More than two,100 to 499 employees,I write stories that are enriched and supported by data,NA,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,We use a balance of both,"Excel, Google Sheets",NA,Novice,Advanced,None,None,Novice,None,Novice,Journalism,NA,"Data Analysis, Journalism",NA,National,NA,National,NA,"Entertainment, Government and Politics, Investigative Reports, Poverty and Development",NA,"Print or broadcast media outlets with a digital site, Radio",NA,In both,NA,"Census data, Public official governmental data, Self-administered survey data",NA,Not applicable,NA,NA,Not applicable,Not applicable,NA,No,NA,NA,"Access to quality data, Time pressure, Ensuring data reliability, None of the items listed",NA,Poor,Average,Poor,Average,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of financial resources, Lack of time for training and deepening knowledge of specific skills",NA,"It increases impartiality, It helps with finding important stories",NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Male,35-44,Italy,Master's degree,NA,"Social sciences (e.g. psychology, sociology, political science), Natural sciences (e.g. chemistry, medicine, biology)",NA,Full-time freelancer,NA,"Self-taught using online resources (videos, blogs, forums)",NA,Under 1 year,More than two,10 to 49 employees,I expose information that is hidden in the data,NA,Gather data,NA,NA,NA,NA,NA,NA,NA,NA,We use only external software,"Datawrapper, Flourish",NA,Intermediate,Intermediate,Novice,None,None,None,Novice,"Data Analysis, Journalism, Machine Learning",NA,"Data Analysis, Journalism, Machine Learning, Scraping, Data Visualisation, Ethics, Data Wrangling, Statistics",NA,International,NA,National,NA,"Economy, Energy, Environment, Investigative Reports, Poverty and Development",NA,"Print or broadcast media outlets with a digital site, Online-only digital outlet",NA,In the online site,NA,"Census data, Public official governmental data, Scraped data",NA,Not applicable,NA,NA,"One, just me",Not applicable,NA,No,NA,NA,"Access to quality data, Time pressure, Lack of adequate software for scraping or analysis, Lack of financial resources",NA,Average,Average,Average,Average,"Discovering stories (detecting anomalies and deviations, establishing associations), Detecting and monitoring events (e.g., on social media or news media), Making predictions (e.g., political or weather forecasting)",NA,Lack of financial resources,NA,"It increases impartiality, It helps with finding important stories, It makes a story more reliable, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,Dataninja,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Male,35-44,Spain,Master's degree,NA,"Arts and Humanities (e.g. journalism, linguistics, history)",NA,Full-time freelancer,NA,"Self-taught using offline resources (books, physical media), Self-taught using online resources (videos, blogs, forums)",NA,1-2 years,More than two,2 to 9 employees,I write stories that are enriched and supported by data,NA,"Gather data, Produce data visualisations",NA,NA,NA,NA,NA,NA,NA,NA,We use only external software,"Datawrapper, Flourish",NA,Novice,Advanced,Novice,Novice,Intermediate,None,Novice,None,NA,"Data Analysis, Scraping, Data Visualisation",NA,International,NA,International,NA,"Agriculture, Economy, Environment, Investigative Reports, Weather / Climate",NA,"Print or broadcast media outlets with a digital site, Online-only digital outlet",NA,In both,NA,"Census data, Open access data from unofficial sources, Public official governmental data",NA,"No dedicated data unit, but regularly publish data driven projects",NA,NA,"One, just me",Several weeks,NA,Yes,Ongoing project and co-creation of content,NA,"Access to quality data, Lack of adequate knowledge in data analysis, Lack of adequate software for scraping or analysis",NA,Average,Good,Good,Good,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of financial resources, Lack of time for training and deepening knowledge of specific skills, Lack of expert educators",NA,"It helps with finding unique stories, It helps with finding important stories, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Male,35-44,Italy,Master's degree,NA,"Arts and Humanities (e.g. journalism, linguistics, history), Business, Finance, or Law",NA,Editor/ Team lead,NA,"Formal education online (online courses, certifications), Self-taught using online resources (videos, blogs, forums)",NA,1-2 years,One,2 to 9 employees,"I write stories that are enriched and supported by data, I write stories that explain the data",NA,"Analyse data, Produce data visualisations",NA,NA,NA,NA,NA,NA,NA,NA,We use only external software,"Excel, Google Sheets, Spark",NA,Novice,Intermediate,Novice,Novice,Novice,None,Novice,"Data Analysis, Journalism, Machine Learning, Ethics",NA,"Data Analysis, Journalism, Machine Learning, Data Visualisation, Ethics",NA,National,NA,National,NA,"Environment, Lifestyle, Sports",NA,"Online-only digital outlet, Social media",NA,NA,NA,"Census data, Public official governmental data",NA,Sometimes publishing data driven projects,NA,NA,"One, just me",Less than a week,NA,No,NA,NA,"Lack of adequate knowledge in data analysis, Lack of adequate knowledge in data visualisation, Lack of adequate software for scraping or analysis, Lack of financial resources",NA,Average,Good,Good,Good,"Discovering stories (detecting anomalies and deviations, establishing associations), Making predictions (e.g., political or weather forecasting), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of time for training and deepening knowledge of specific skills, Lack of on-field practice, Lack of internship opportunities/struggle to enter industry",NA,"It helps with finding important stories, It makes a story more reliable, It enables data democratisation",NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,"Generative AI tools (e.g., Bard, ChatGPT, DALL-E, Midjourney)",NA,"Image and video analysis, Text mining, Data visualisation",NA,NA,"Dedicated time to experiment with it, Explainability and transparency of AI outputs, Concerns about bias and ethics of AI models",NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Male,45-54,Italy,Doctoral degree,NA,"Arts and Humanities (e.g. journalism, linguistics, history)",NA,Full-time freelancer,NA,"Self-taught using online resources (videos, blogs, forums)",NA,More than 10 years,More than two,2 to 9 employees,"I write stories that are enriched and supported by data, I expose information that is hidden in the data, I write stories that explain the data",NA,"Analyse data, Clean data, Code/programme, Produce data visualisations",NA,R,NA,Every other day,NA,3-5 years,"Self-taught using offline resources (books, physical media), Self-taught using online resources (videos, blogs, forums)",NA,Not applicable,"Datawrapper, Excel, Flourish, Google Sheets, OpenRefine, R, Tableau",NA,Intermediate,Advanced,None,Intermediate,Intermediate,Intermediate,Intermediate,None,NA,Machine Learning,NA,"National, Local (city, municipality, region, state)",NA,"National, Local (city, municipality, region, state)",NA,"Crime / Courts, Economy, Education, Energy, Environment, Government and Politics, Health, Poverty and Development, Weather / Climate",NA,"Print or broadcast media outlets with a digital site, Online-only digital outlet, Social media",NA,In the online site,NA,"Census data, Crowd-sourced data, FOI obtained data, Open access data from unofficial sources, Public official governmental data, Scraped data, Social media data",NA,Sometimes publishing data driven projects,NA,NA,2-5,Less than a week,NA,Yes,Ongoing project and sharing of content/data/resources at the organisational level,NA,"Access to quality data, Lack of financial resources, Ensuring data reliability, The audience benefit is smaller than the time or money spent",NA,Average,Good,Average,Good,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of time for training and deepening knowledge of specific skills, Lack of on-field practice, Lack of internship opportunities/struggle to enter industry",NA,"It increases impartiality, It helps with finding unique stories, It makes a story more reliable, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,"Generative AI tools (e.g., Bard, ChatGPT, DALL-E, Midjourney)",NA,"Data cleaning / processing, Data visualisation",NA,NA,Explainability and transparency of AI outputs,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Female,25-34,Italy,Master's degree,NA,None of the above,NA,Full-time freelancer,NA,"Formal education online (online courses, certifications), Self-taught using offline resources (books, physical media), Self-taught using online resources (videos, blogs, forums)",NA,3-5 years,Not applicable,NA,"I expose information that is hidden in the data, Other (please specify)",Data visualization,"Analyse data, Clean data, Design web pages, Produce data visualisations",NA,NA,NA,NA,NA,NA,NA,NA,We use only external software,"Datawrapper, Excel, Flourish, Gephi, Google Sheets, OpenRefine, Tableau, Other (please specify)",RAWGraphs,Intermediate,Novice,None,Novice,Advanced,Novice,Novice,"Data Analysis, Data Visualisation, Statistics",NA,"Machine Learning, Scraping, Data Wrangling, Statistics",NA,International,NA,International,NA,"Entertainment, Environment, Investigative Reports, Technology, Weather / Climate",NA,"Social media, Other (please specify)",Mostre,NA,NA,"FOI obtained data, Open access data from unofficial sources, Public official governmental data",NA,"Dedicated data unit/blog/section/desk/team, Sometimes publishing data driven projects",NA,1-2,"One, just me",A month or more,NA,No,NA,NA,"Access to quality data, Time pressure, Lack of adequate knowledge in data analysis, Ensuring data reliability",NA,Average,Average,Average,Average,"Discovering stories (detecting anomalies and deviations, establishing associations), Detecting and monitoring events (e.g., on social media or news media), Finding the truth (verifying sources and content, or fact-checking)",NA,Lack of expert educators,NA,"It helps with finding important stories, It makes a story more reliable, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
